2023-12-11 00:42:36 	 96 
2023-12-11 00:47:36 	 96 
2023-12-11 00:52:36 	 98 	@ 910 lux
2023-12-11 00:57:36 	 97 
2023-12-11 01:02:36 	 97 
2023-12-11 01:07:36 	 97 
2023-12-11 01:20:55 	 97 
2023-12-11 01:27:00 	 97 
2023-12-11 01:32:00 	 98 
2023-12-11 01:37:00 	 98 
2023-12-11 01:42:00 	 98 
2023-12-11 01:47:00 	 97 
2023-12-11 01:52:00 	 969 
2023-12-11 01:57:00 	 968 
2023-12-11 02:02:00 	 968 
2023-12-11 02:07:00 	 967 
2023-12-11 02:12:00 	 966 
2023-12-11 02:17:00 	 966 
2023-12-11 02:22:00 	 971 
2023-12-11 02:27:00 	 969 
2023-12-11 02:32:00 	 970 
2023-12-11 02:37:00 	 969 
2023-12-11 02:42:00 	 970 
2023-12-11 02:47:00 	 969 
2023-12-11 02:52:00 	 992 
2023-12-11 02:57:00 	 993 
2023-12-11 03:02:00 	 992 
2023-12-11 03:07:00 	 992 
2023-12-11 03:12:00 	 993 
2023-12-11 03:17:00 	 993 
2023-12-11 03:22:00 	 992 
2023-12-11 03:27:00 	 992 
2023-12-11 03:32:00 	 993 
2023-12-11 03:37:00 	 993 
2023-12-11 03:42:00 	 993 
2023-12-11 03:47:00 	 992 
2023-12-11 03:52:00 	 992 
2023-12-11 03:57:00 	 992 
2023-12-11 04:02:00 	 993 
2023-12-11 04:07:00 	 993 
2023-12-11 04:12:00 	 992 
2023-12-11 04:17:00 	 993 
2023-12-11 04:22:00 	 993 
2023-12-11 04:27:00 	 993 
2023-12-11 04:32:00 	 993 
2023-12-11 04:37:00 	 993 
2023-12-11 04:42:00 	 993 
2023-12-11 04:47:00 	 994 
2023-12-11 04:52:00 	 994 
2023-12-11 04:57:00 	 994 
2023-12-11 05:02:00 	 993 
2023-12-11 05:07:00 	 992 
2023-12-11 05:12:00 	 992 
2023-12-11 05:17:00 	 992 
2023-12-11 05:22:00 	 993 
2023-12-11 05:27:00 	 992 
2023-12-11 05:32:00 	 992 
2023-12-11 05:37:00 	 993 
2023-12-11 05:42:00 	 992 
2023-12-11 05:47:00 	 992 
2023-12-11 05:52:00 	 992 
2023-12-11 05:57:00 	 992 
2023-12-11 06:02:00 	 992 
2023-12-11 06:07:00 	 992 
2023-12-11 06:12:00 	 991 
2023-12-11 06:17:00 	 992 
2023-12-11 06:22:00 	 991 
2023-12-11 06:27:00 	 991 
2023-12-11 06:32:00 	 990 
2023-12-11 06:37:00 	 990 
2023-12-11 06:42:00 	 991 
2023-12-11 06:47:00 	 991 
2023-12-11 06:52:00 	 991 
2023-12-11 06:57:00 	 991 
2023-12-11 07:02:00 	 991 
2023-12-11 07:07:00 	 990 
2023-12-11 07:12:00 	 991 
2023-12-11 07:17:00 	 990 
2023-12-11 07:22:00 	 991 
2023-12-11 07:27:00 	 990 
2023-12-11 07:32:00 	 989 
2023-12-11 07:37:00 	 955 
2023-12-11 07:42:00 	 989 
2023-12-11 07:47:00 	 989 
2023-12-11 07:52:00 	 989 
2023-12-11 07:57:00 	 989 
2023-12-11 08:02:00 	 891 
2023-12-11 08:07:00 	 887 
2023-12-11 08:12:00 	 994 
2023-12-11 08:17:01 	 989 
2023-12-11 08:22:01 	 988 
2023-12-11 08:27:01 	 988 
2023-12-11 08:32:01 	 986 
2023-12-11 08:37:01 	 985 
2023-12-11 08:42:01 	 983 
2023-12-11 08:47:01 	 979 
2023-12-11 08:52:01 	 971 
2023-12-11 08:57:01 	 959 
2023-12-11 09:02:01 	 946 
2023-12-11 09:07:01 	 919 
2023-12-11 09:12:01 	 888 
2023-12-11 09:17:01 	 852 
2023-12-11 09:22:01 	 803 
2023-12-11 09:27:01 	 752 
2023-12-11 09:32:01 	 693 
2023-12-11 09:37:01 	 651 
2023-12-11 09:42:01 	 655 
2023-12-11 09:47:01 	 625 
2023-12-11 09:52:01 	 607 
2023-12-11 09:57:01 	 585 
2023-12-11 10:02:01 	 549 
2023-12-11 10:07:01 	 531 
2023-12-11 10:12:01 	 504 
2023-12-11 10:17:01 	 468 
2023-12-11 10:22:01 	 474 
2023-12-11 10:27:01 	 471 
2023-12-11 10:32:01 	 461 
2023-12-11 10:37:01 	 447 
2023-12-11 10:42:01 	 438 
2023-12-11 10:47:01 	 431 
2023-12-11 10:52:01 	 400 
2023-12-11 10:57:01 	 376 
2023-12-11 11:02:01 	 349 
2023-12-11 11:07:01 	 336 
2023-12-11 11:12:01 	 323 
2023-12-11 11:17:01 	 310 
2023-12-11 11:22:01 	 296 
2023-12-11 11:27:01 	 288 
2023-12-11 11:32:01 	 280 
2023-12-11 11:37:01 	 273 
2023-12-11 11:42:01 	 274 
2023-12-11 11:47:01 	 281 
2023-12-11 11:52:01 	 281 
2023-12-11 11:57:01 	 285 
2023-12-11 12:02:01 	 284	@ 72 lux
2023-12-11 12:07:01 	 296	 
2023-12-11 12:12:01 	 300 
2023-12-11 12:17:01 	 305 
2023-12-11 12:22:01 	 315 
2023-12-11 12:27:01 	 317 
2023-12-11 12:32:01 	 329 
2023-12-11 12:37:01 	 326 
2023-12-11 12:42:01 	 321 
2023-12-11 12:47:01 	 332 	@ 74 lux
2023-12-11 12:52:01 	 340 
2023-12-11 12:57:01 	 345 
2023-12-11 13:02:01 	 336 
2023-12-11 13:07:01 	 329 
2023-12-11 13:12:01 	 324 
2023-12-11 13:17:01 	 323 
2023-12-11 13:22:01 	 330 
2023-12-11 13:27:01 	 333 	@ 96 lux
2023-12-11 13:32:01 	 371 
2023-12-11 13:37:01 	 351 	@ 88 lux
2023-12-11 13:42:01 	 361 
2023-12-11 13:47:01 	 369 
2023-12-11 13:52:01 	 370 
2023-12-11 13:57:01 	 363 
2023-12-11 14:02:01 	 348 
2023-12-11 14:07:01 	 342 
2023-12-11 14:12:01 	 349 	@ 78 lux
2023-12-11 14:17:01 	 355 
2023-12-11 14:22:01 	 365 
2023-12-11 14:27:01 	 385 
2023-12-11 14:32:01 	 403 	@ 50 lux
2023-12-11 14:37:01 	 426 
2023-12-11 14:42:01 	 449 
2023-12-11 14:47:01 	 464 
2023-12-11 14:52:01 	 501 	@ 25 lux
2023-12-11 14:57:01 	 584 
2023-12-11 15:02:01 	 542 
2023-12-11 15:07:01 	 588 
2023-12-11 15:12:01 	 624 	@ 0 lux
2023-12-11 15:17:01 	 741 
2023-12-11 15:22:01 	 740 
